Names
69,"Fortune, Mrs. Mark (Mary McDougald)"
70,"Mulvihill, Miss. Bertha E"
71,"Minkoff, Mr. Lazar"
72,"Nieminen, Miss. Manta Josefina"
73,"Ovies y Rodriguez, Mr. Servando"
74,"Geiger, Miss. Amalie"
75,"Keeping, Mr. Edwin"
76,"Miles, Mr. Frank"
77,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)"
78,"Aldworth, Mr. Charles Augustus"
79,"Doyle, Miss. Elizabeth"
80,"Boulos, Master. Akar"
81,"Straus, Mr. Isidor"
82,"Case, Mr. Howard Brown"
83,"Demetri, Mr. Marinko"
84,"Lamb, Mr. John Joseph"
85,"Khalil, Mr. Betros"
86,"Barry, Miss. Julia"
87,"Badman, Miss. Emily Louisa"
88,"O'Donoghue, Ms. Bridget"
89,"Wells, Master. Ralph Lester"
90,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)"
91,"Pedersen, Mr. Olaf"
92,"Davidson, Mrs. Thornton (Orian Hays)"
93,"Guest, Mr. Robert"
94,"Birnbaum, Mr. Jakob"
95,"Tenglin, Mr. Gunnar Isidor"
96,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)"
97,"Makinen, Mr. Kalle Edvard"
98,"Braf, Miss. Elin Ester Maria"
99,"Nancarrow, Mr. William Henry"
100,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)"
101,"Weisz, Mr. Leopold"
102,"Foley, Mr. William"
103,"Johansson Palmquist, Mr. Oskar Leander"
104,"Thomas, Mrs. Alexander (Thamine Thelma"")"""
105,"Holthen, Mr. Johan Martin"
106,"Buckley, Mr. Daniel"
107,"Ryan, Mr. Edward"
108,"Willer, Mr. Aaron (Abi Weller"")"""
109,"Swane, Mr. George"
110,"Stanton, Mr. Samuel Ward"
111,"Shine, Miss. Ellen Natalia"
112,"Evans, Miss. Edith Corse"
113,"Buckley, Miss. Katherine"
114,"Straus, Mrs. Isidor (Rosalie Ida Blun)"
115,"Chronopoulos, Mr. Demetrios"
116,"Thomas, Mr. John"
117,"Sandstrom, Miss. Beatrice Irene"
118,"Beattie, Mr. Thomson"
119,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)"
120,"Watt, Miss. Bertha J"
121,"Kiernan, Mr. John"
122,"Schabert, Mrs. Paul (Emma Mock)"
123,"Carver, Mr. Alfred John"
124,"Kennedy, Mr. John"
125,"Cribb, Miss. Laura Alice"
126,"Brobeck, Mr. Karl Rudolf"
127,"McCoy, Miss. Alicia"
128,"Bowenur, Mr. Solomon"
129,"Petersen, Mr. Marius"
130,"Spinner, Mr. Henry John"
131,"Gracie, Col. Archibald IV"
132,"Lefebre, Mrs. Frank (Frances)"
133,"Thomas, Mr. Charles P"
134,"Dintcheff, Mr. Valtcho"
135,"Carlsson, Mr. Carl Robert"
136,"Zakarian, Mr. Mapriededer"
137,"Schmidt, Mr. August"
138,"Drapkin, Miss. Jennie"
139,"Goodwin, Mr. Charles Frederick"
140,"Goodwin, Miss. Jessie Allis"
141,"Daniels, Miss. Sarah"
142,"Ryerson, Mr. Arthur Larned"
143,"Beauchamp, Mr. Henry James"
144,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")"""
145,"Vander Planke, Mr. Julius"
146,"Hilliard, Mr. Herbert Henry"
147,"Davies, Mr. Evan"
148,"Crafton, Mr. John Bertram"
149,"Lahtinen, Rev. William"
150,"Earnshaw, Mrs. Boulton (Olive Potter)"
151,"Matinoff, Mr. Nicola"
153,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)"
154,"Asplund, Master. Filip Oscar"
155,"Duquemin, Mr. Joseph"
156,"Bird, Miss. Ellen"
157,"Lundin, Miss. Olga Elida"
158,"Borebank, Mr. John James"
159,"Peacock, Mrs. Benjamin (Edith Nile)"
160,"Smyth, Miss. Julia"
161,"Touma, Master. Georges Youssef"
162,"Wright, Miss. Marion"
163,"Pearce, Mr. Ernest"
164,"Peruschitz, Rev. Joseph Maria"
165,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)"
166,"Brandeis, Mr. Emil"
167,"Ford, Mr. Edward Watson"
168,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)"
169,"Hellstrom, Miss. Hilda Maria"
170,"Lithman, Mr. Simon"
171,"Zakarian, Mr. Ortin"
172,"Dyker, Mr. Adolf Fredrik"
173,"Torfa, Mr. Assad"
174,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson"
175,"Brown, Miss. Edith Eileen"
176,"Sincock, Miss. Maude"
177,"Stengel, Mr. Charles Emil Henry"
178,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)"
179,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)"
180,"McCrie, Mr. James Matthew"
181,"Compton, Mr. Alexander Taylor Jr"
182,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)"
183,"Lane, Mr. Patrick"
184,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)"
185,"Maybery, Mr. Frank Hubert"
186,"Phillips, Miss. Alice Frances Louisa"
187,"Davies, Mr. Joseph"
188,"Sage, Miss. Ada"
189,"Veal, Mr. James"
190,"Angle, Mr. William A"
191,"Salomon, Mr. Abraham L"
192,"van Billiard, Master. Walter John"
193,"Lingane, Mr. John"
194,"Drew, Master. Marshall Brines"
195,"Karlsson, Mr. Julius Konrad Eugen"
196,"Spedden, Master. Robert Douglas"
197,"Nilsson, Miss. Berta Olivia"
198,"Baimbrigge, Mr. Charles Robert"
199,"Rasmussen, Mrs. (Lena Jacobsen Solvang)"
200,"Murphy, Miss. Nora"
201,"Danbom, Master. Gilbert Sigvard Emanuel"
202,"Astor, Col. John Jacob"
203,"Quick, Miss. Winifred Vera"
204,"Andrew, Mr. Frank Thomas"
205,"Omont, Mr. Alfred Fernand"
206,"McGowan, Miss. Katherine"
207,"Collett, Mr. Sidney C Stuart"
208,"Rosenbaum, Miss. Edith Louise"
209,"Delalic, Mr. Redjo"
210,"Andersen, Mr. Albert Karvin"
211,"Finoli, Mr. Luigi"
212,"Deacon, Mr. Percy William"
213,"Howard, Mrs. Benjamin (Ellen Truelove Arman)"
214,"Andersson, Miss. Ida Augusta Margareta"
215,"Head, Mr. Christopher"
216,"Mahon, Miss. Bridget Delia"
217,"Wick, Mr. George Dennick"
218,"Widener, Mrs. George Dunton (Eleanor Elkins)"
219,"Thomson, Mr. Alexander Morrison"
220,"Duran y More, Miss. Florentina"
221,"Reynolds, Mr. Harold J"
222,"Cook, Mrs. (Selena Rogers)"
223,"Karlsson, Mr. Einar Gervasius"
224,"Candee, Mrs. Edward (Helen Churchill Hungerford)"
225,"Moubarek, Mrs. George (Omine Amenia"" Alexander)"""
226,"Asplund, Mr. Johan Charles"
227,"McNeill, Miss. Bridget"
228,"Everett, Mr. Thomas James"
229,"Hocking, Mr. Samuel James Metcalfe"
230,"Sweet, Mr. George Frederick"
231,"Willard, Miss. Constance"
232,"Wiklund, Mr. Karl Johan"
233,"Linehan, Mr. Michael"
234,"Cumings, Mr. John Bradley"
235,"Vendel, Mr. Olof Edvin"
236,"Warren, Mr. Frank Manley"
237,"Baccos, Mr. Raffull"
238,"Hiltunen, Miss. Marta"
239,"Douglas, Mrs. Walter Donald (Mahala Dutton)"
240,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)"
241,"Christy, Mrs. (Alice Frances)"
242,"Spedden, Mr. Frederic Oakley"
243,"Hyman, Mr. Abraham"
244,"Johnston, Master. William Arthur Willie"""""
245,"Kenyon, Mr. Frederick R"
246,"Karnes, Mrs. J Frank (Claire Bennett)"
247,"Drew, Mr. James Vivian"
248,"Hold, Mrs. Stephen (Annie Margaret Hill)"
249,"Khalil, Mrs. Betros (Zahie Maria"" Elias)"""
250,"West, Miss. Barbara J"
251,"Abrahamsson, Mr. Abraham August Johannes"
252,"Clark, Mr. Walter Miller"
253,"Salander, Mr. Karl Johan"
254,"Wenzel, Mr. Linhart"
255,"MacKay, Mr. George William"
256,"Mahon, Mr. John"
257,"Niklasson, Mr. Samuel"
258,"Bentham, Miss. Lilian W"
259,"Midtsjo, Mr. Karl Albert"
260,"de Messemaeker, Mr. Guillaume Joseph"
261,"Nilsson, Mr. August Ferdinand"
262,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)"""
263,"Klasen, Miss. Gertrud Emilia"
264,"Portaluppi, Mr. Emilio Ilario Giuseppe"
265,"Lyntakoff, Mr. Stanko"
266,"Chisholm, Mr. Roderick Robert Crispin"
267,"Warren, Mr. Charles William"
268,"Howard, Miss. May Elizabeth"
269,"Pokrnic, Mr. Mate"
270,"McCaffry, Mr. Thomas Francis"
271,"Fox, Mr. Patrick"
272,"Clark, Mrs. Walter Miller (Virginia McDowell)"
273,"Lennon, Miss. Mary"
274,"Saade, Mr. Jean Nassr"
275,"Bryhl, Miss. Dagmar Jenny Ingeborg"
276,"Parker, Mr. Clifford Richard"
277,"Faunthorpe, Mr. Harry"
278,"Ware, Mr. John James"
279,"Oxenham, Mr. Percy Thomas"
280,"Oreskovic, Miss. Jelka"
281,"Peacock, Master. Alfred Edward"
282,"Fleming, Miss. Honora"
283,"Touma, Miss. Maria Youssef"
284,"Rosblom, Miss. Salli Helena"
285,"Dennis, Mr. William"
286,"Franklin, Mr. Charles (Charles Fardon)"
287,"Snyder, Mr. John Pillsbury"
288,"Mardirosian, Mr. Sarkis"
289,"Ford, Mr. Arthur"
290,"Rheims, Mr. George Alexander Lucien"
291,"Daly, Miss. Margaret Marcella Maggie"""""
292,"Nasr, Mr. Mustafa"
293,"Dodge, Dr. Washington"
294,"Wittevrongel, Mr. Camille"
295,"Angheloff, Mr. Minko"
296,"Laroche, Miss. Louise"
297,"Samaan, Mr. Hanna"
298,"Loring, Mr. Joseph Holland"
299,"Johansson, Mr. Nils"
300,"Olsson, Mr. Oscar Wilhelm"
301,"Malachard, Mr. Noel"
302,"Phillips, Mr. Escott Robert"
303,"Pokrnic, Mr. Tome"
304,"McCarthy, Miss. Catherine Katie"""""
305,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)"
306,"Allison, Mr. Hudson Joshua Creighton"
307,"Aks, Master. Philip Frank"
308,"Hays, Mr. Charles Melville"
309,"Hansen, Mrs. Claus Peter (Jennie L Howard)"
310,"Cacic, Mr. Jego Grga"
311,"Vartanian, Mr. David"
312,"Sadowitz, Mr. Harry"
313,"Carr, Miss. Jeannie"
314,"White, Mrs. John Stuart (Ella Holmes)"
315,"Hagardon, Miss. Kate"
316,"Spencer, Mr. William Augustus"
317,"Rogers, Mr. Reginald Harry"
318,"Jonsson, Mr. Nils Hilding"
319,"Jefferys, Mr. Ernest Wilfred"
320,"Andersson, Mr. Johan Samuel"
321,"Krekorian, Mr. Neshan"
322,"Nesson, Mr. Israel"
323,"Rowe, Mr. Alfred G"
324,"Kreuchen, Miss. Emilie"
325,"Assam, Mr. Ali"
326,"Becker, Miss. Ruth Elizabeth"
327,"Rosenshine, Mr. George (Mr George Thorne"")"""
328,"Clarke, Mr. Charles Valentine"
329,"Enander, Mr. Ingvar"
330,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)"
331,"Dulles, Mr. William Crothers"
332,"Thomas, Mr. Tannous"
333,"Nakid, Mrs. Said (Waika Mary"" Mowad)"""
334,"Cor, Mr. Ivan"
335,"Maguire, Mr. John Edward"
336,"de Brito, Mr. Jose Joaquim"
337,"Elias, Mr. Joseph"
338,"Denbury, Mr. Herbert"
339,"Betros, Master. Seman"
340,"Fillbrook, Mr. Joseph Charles"
341,"Lundstrom, Mr. Thure Edvin"
342,"Sage, Mr. John George"
343,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)"
344,"van Billiard, Master. James William"
345,"Abelseth, Miss. Karen Marie"
346,"Botsford, Mr. William Hull"
347,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)"
348,"Giles, Mr. Ralph"
349,"Walcroft, Miss. Nellie"
350,"Greenfield, Mrs. Leo David (Blanche Strouse)"
351,"Stokes, Mr. Philip Joseph"
352,"Dibden, Mr. William"
353,"Herman, Mr. Samuel"
354,"Dean, Miss. Elizabeth Gladys Millvina"""""
355,"Julian, Mr. Henry Forbes"
356,"Brown, Mrs. John Murray (Caroline Lane Lamson)"
357,"Lockyer, Mr. Edward"
358,"O'Keefe, Mr. Patrick"
359,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)"
360,"Sage, Master. William Henry"
361,"Mallet, Mrs. Albert (Antoinette Magnin)"
362,"Ware, Mrs. John James (Florence Louise Long)"
363,"Strilic, Mr. Ivan"
364,"Harder, Mrs. George Achilles (Dorothy Annan)"
365,"Sage, Mrs. John (Annie Bullen)"
366,"Caram, Mr. Joseph"
367,"Riihivouri, Miss. Susanna Juhantytar Sanni"""""
368,"Gibson, Mrs. Leonard (Pauline C Boeson)"
369,"Pallas y Castello, Mr. Emilio"
370,"Giles, Mr. Edgar"
371,"Wilson, Miss. Helen Alice"
372,"Ismay, Mr. Joseph Bruce"
373,"Harbeck, Mr. William H"
374,"Dodge, Mrs. Washington (Ruth Vidaver)"
375,"Bowen, Miss. Grace Scott"
376,"Kink, Miss. Maria"
377,"Cotterill, Mr. Henry Harry"""""
378,"Hipkins, Mr. William Edward"
379,"Asplund, Master. Carl Edgar"
380,"O'Connor, Mr. Patrick"
381,"Foley, Mr. Joseph"
382,"Risien, Mrs. Samuel (Emma)"
383,"McNamee, Mrs. Neal (Eileen O'Leary)"
384,"Wheeler, Mr. Edwin Frederick"""""
385,"Herman, Miss. Kate"
386,"Aronsson, Mr. Ernst Axel Algot"
387,"Ashby, Mr. John"
388,"Canavan, Mr. Patrick"
389,"Palsson, Master. Paul Folke"
390,"Payne, Mr. Vivian Ponsonby"
391,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)"
392,"Abbott, Master. Eugene Joseph"
393,"Gilbert, Mr. William"
394,"Kink-Heilmann, Mr. Anton"
395,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)"
396,"Colbert, Mr. Patrick"
397,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)"
398,"Larsson-Rondberg, Mr. Edvard A"
399,"Conlon, Mr. Thomas Henry"
400,"Bonnell, Miss. Caroline"
401,"Gale, Mr. Harry"
402,"Gibson, Miss. Dorothy Winifred"
403,"Carrau, Mr. Jose Pedro"
404,"Frauenthal, Mr. Isaac Gerald"
405,"Nourney, Mr. Alfred (Baron von Drachstedt"")"""
406,"Ware, Mr. William Jeffery"
407,"Widener, Mr. George Dunton"
408,"Riordan, Miss. Johanna Hannah"""""
409,"Peacock, Miss. Treasteall"
410,"Naughton, Miss. Hannah"
411,"Minahan, Mrs. William Edward (Lillian E Thorpe)"
412,"Henriksson, Miss. Jenny Lovisa"
413,"Spector, Mr. Woolf"
414,"Oliva y Ocana, Dona. Fermina"
415,"Saether, Mr. Simon Sivertsen"
416,"Ware, Mr. Frederick"
417,"Peter, Master. Michael J"
